Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,70.0,0.0,70.0
Apache: Air Assault,PS3,2010.0,Simulation,Activision,110.0,70.0,0.0,30.0,210.0
Poyo Poyo Kansatsu Nikki,3DS,2012.0,Action,IE Institute,0.0,0.0,20.0,0.0,20.0
Battlefield 2: Modern Combat(JP sales),PS2,2005.0,Shooter,Electronic Arts,0.0,0.0,20.0,0.0,20.0
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995.0,Misc,Sega,0.0,0.0,40.0,0.0,40.0
Ar Nosurge: Ode to an Unborn Star,PSV,2014.0,Role-Playing,Tecmo Koei,0.0,0.0,40.0,0.0,40.0
MXRider,PS2,2001.0,Racing,Atari,160.0,130.0,0.0,40.0,330.0
7 Roses: A Darkness Rises,PC,2015.0,Misc,Avanquest Software,0.0,20.0,0.0,0.0,20.0
Planet 51,DS,2009.0,Action,Sega,220.0,140.0,0.0,40.0,400.0
Street Jam Basketball,GBA,2004.0,Sports,Zoo Digital Publishing,20.0,10.0,0.0,0.0,30.0
Vitamin R,PSP,2013.0,Adventure,D3Publisher,0.0,0.0,20.0,0.0,20.0
Tekken Tag Tournament 2,X360,2012.0,Fighting,Namco Bandai Games,190.0,120.0,10.0,30.0,350.0
Disgaea 2: Dark Hero Days,PSP,2009.0,Role-Playing,Nippon Ichi Software,100.0,10.0,120.0,20.0,250.0
Aegis of Earth: Protonovus Assault,PS4,2016.0,Action,PQube,20.0,0.0,0.0,0.0,20.0
Hamsterz Life,DS,2006.0,Action,Ubisoft,430.0,10.0,0.0,40.0,480.0
Infinite Space,DS,2009.0,Role-Playing,Sega,70.0,60.0,70.0,10.0,210.0
LEGO Batman 2: DC Super Heroes,DS,2012.0,Action,Warner Bros. Interactive Entertainment,430.0,270.0,0.0,60.0,760.0
Jet Force Gemini,N64,1999.0,Shooter,Nintendo,780.0,280.0,70.0,20.0,1150.0
NBA Showtime: NBA on NBC,PS,1999.0,Sports,Midway Games,310.0,210.0,0.0,40.0,560.0
Star Ocean: The Last Hope,X360,2009.0,Role-Playing,Square Enix,320.0,200.0,210.0,60.0,790.0
Dance Central 3,X360,2012.0,Misc,Microsoft Game Studios,570.0,200.0,0.0,60.0,830.0
Heroes over Europe,PS3,2009.0,Simulation,Ubisoft,120.0,20.0,0.0,20.0,160.0
Tron 2.0: Killer App,GBA,2004.0,Action,Disney Interactive Studios,40.0,20.0,0.0,0.0,60.0
Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,150.0,0.0,150.0
R-Type III: The Third Lightning,GBA,2004.0,Shooter,Zoo Digital Publishing,20.0,10.0,0.0,0.0,30.0
Asphalt 3D,3DS,2011.0,Racing,Ubisoft,270.0,160.0,20.0,40.0,490.0
Memories Off #5: Encore,PS2,2007.0,Adventure,CyberFront,0.0,0.0,20.0,0.0,20.0
NASCAR The Game: Inside Line,PS3,2012.0,Racing,Activision,70.0,0.0,0.0,10.0,80.0
NFL Street 2,GC,2004.0,Sports,Electronic Arts,150.0,40.0,0.0,10.0,200.0
Math Blaster in the Prime Adventure,DS,2009.0,Misc,Majesco Entertainment,90.0,0.0,0.0,10.0,100.0
World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005.0,Sports,Konami Digital Entertainment,10.0,880.0,310.0,0.0,1200.0
Pictionary,DS,2010.0,Puzzle,THQ,100.0,70.0,0.0,20.0,190.0
Tiger Woods PGA Tour 2003,GC,2002.0,Sports,Electronic Arts,180.0,50.0,0.0,10.0,240.0
Q*bert,PS,1999.0,Puzzle,Atari,460.0,320.0,0.0,50.0,830.0
Diner Dash: Sizzle & Serve,DS,2007.0,Puzzle,Eidos Interactive,340.0,30.0,0.0,30.0,400.0
Gallop Racer 2000,PS,2000.0,Sports,Tecmo Koei,0.0,0.0,110.0,10.0,120.0
Scurge: Hive,DS,2006.0,Action,SouthPeak Games,50.0,0.0,0.0,0.0,50.0
Burnout,XB,2002.0,Racing,Acclaim Entertainment,90.0,30.0,0.0,0.0,120.0
Chessmaster,XB,2004.0,Misc,Ubisoft,100.0,30.0,0.0,0.0,130.0
.hack//Quarantine Part 4: The Final Chapter,PS2,2003.0,Role-Playing,Atari,90.0,70.0,0.0,20.0,180.0
World Driver Championship,N64,1999.0,Racing,Midway Games,140.0,30.0,0.0,0.0,170.0
Cartoon Network: Punch Time Explosion XL,PS3,2011.0,Fighting,Crave Entertainment,60.0,0.0,0.0,0.0,60.0
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013.0,Role-Playing,Aqua Plus,0.0,0.0,80.0,0.0,80.0
American Idol,GBA,2003.0,Misc,Codemasters,150.0,60.0,0.0,0.0,210.0
The LEGO Movie Videogame,X360,2014.0,Action,Warner Bros. Interactive Entertainment,690.0,520.0,0.0,110.0,1320.0
S.Y.K: Shinsetsu Saiyuuki,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,10.0,0.0,10.0
Tetris Ultimate,PSV,2014.0,Puzzle,Ubisoft,0.0,10.0,0.0,0.0,10.0
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,70.0,0.0,70.0
World Championship Poker,GBA,2004.0,Misc,Crave Entertainment,120.0,50.0,0.0,0.0,170.0
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,120.0,0.0,120.0
WRC: FIA World Rally Championship,PS3,2005.0,Racing,Black Bean Games,0.0,150.0,10.0,50.0,210.0
Titanic Mystery,Wii,2010.0,Puzzle,O-Games,20.0,0.0,0.0,0.0,20.0
NBA Street,PS2,2001.0,Sports,Electronic Arts,2190.0,220.0,0.0,380.0,2790.0
MAG: Massive Action Game,PS3,2010.0,Shooter,Sony Computer Entertainment,770.0,300.0,90.0,160.0,1320.0
Night at the Museum: Battle of the Smithsonian,DS,2009.0,Action,Majesco Entertainment,120.0,180.0,0.0,40.0,340.0
Shrek 2,XB,2004.0,Platform,Activision,400.0,130.0,0.0,20.0,550.0
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007.0,Misc,Benesse,0.0,0.0,100.0,0.0,100.0
Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,50.0,40.0,0.0,10.0,100.0
Baseball,GB,1989.0,Sports,Nintendo,660.0,270.0,650.0,30.0,1610.0
Bicycle Casino 2005,XB,2004.0,Misc,Zoo Digital Publishing,170.0,50.0,0.0,10.0,230.0
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,20.0,0.0,20.0
Hummer Badlands,PS2,2006.0,Racing,Global Star,20.0,20.0,0.0,10.0,50.0
NBA Showtime: NBA on NBC,N64,1999.0,Sports,Midway Games,230.0,20.0,0.0,0.0,250.0
Jampack Summer 2001,PS2,2001.0,Misc,Sony Computer Entertainment,360.0,280.0,0.0,100.0,740.0
Memories Off 6: T-Wave,PS2,2008.0,Adventure,5pb,0.0,0.0,40.0,0.0,40.0
Dig Dug,2600,1982.0,Puzzle,Atari,1520.0,100.0,0.0,20.0,1640.0
Def Jam Icon,X360,2007.0,Action,Electronic Arts,300.0,10.0,0.0,30.0,340.0
Ice Age: Dawn of the Dinosaurs,X360,2009.0,Action,Activision,90.0,30.0,0.0,10.0,130.0
Tomb Raider: Underworld,Wii,2008.0,Action,Eidos Interactive,140.0,280.0,0.0,60.0,480.0
Crazy Machines,Wii,2010.0,Puzzle,DTP Entertainment,10.0,10.0,0.0,0.0,20.0
Baten Kaitos Origins,GC,2006.0,Role-Playing,Unknown,60.0,20.0,20.0,0.0,100.0
Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,0.0,0.0,70.0,0.0,70.0
Tony Hawk's Pro Skater 4,GBA,2002.0,Sports,Activision,410.0,150.0,0.0,10.0,570.0
Crysis,PC,2007.0,Shooter,Electronic Arts,0.0,690.0,0.0,30.0,720.0
WTA Tour Tennis,GBA,2002.0,Sports,Konami Digital Entertainment,10.0,0.0,0.0,0.0,10.0
Board Game: Top Shop,PS,1999.0,Misc,Success,10.0,10.0,0.0,0.0,20.0
Lost Planet 2,X360,2010.0,Shooter,Capcom,380.0,240.0,80.0,60.0,760.0
International Superstar Soccer 2000 (All region sales),N64,1999.0,Sports,Konami Digital Entertainment,10.0,260.0,220.0,20.0,510.0
Turbo: Super Stunt Squad,Wii,2013.0,Sports,D3Publisher,0.0,20.0,0.0,0.0,20.0
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004.0,Misc,Sammy Corporation,0.0,0.0,0.0,0.0,0.0
The Price is Right,Wii,2008.0,Misc,Ubisoft,770.0,0.0,0.0,60.0,830.0
Densetsu no Stafi 2,GBA,2003.0,Platform,Nintendo,0.0,0.0,430.0,10.0,440.0
Naruto Ultimate Collection,PS2,2008.0,Misc,Namco Bandai Games,60.0,40.0,0.0,10.0,110.0
Double Dragon Advance,GBA,2003.0,Action,Atlus,30.0,10.0,0.0,0.0,40.0
Kuroko's Basketball: Miracle Game,3DS,2014.0,Sports,Namco Bandai Games,0.0,0.0,100.0,0.0,100.0
Mario Paint,SNES,1992.0,Misc,Nintendo,1430.0,540.0,710.0,70.0,2750.0
Homefront: The Revolution,PS4,2016.0,Shooter,Deep Silver,50.0,190.0,30.0,40.0,310.0
MVP Baseball 2004,PS2,2004.0,Sports,Electronic Arts,1100.0,60.0,0.0,180.0,1340.0
Hokuto no Ken,PS2,2007.0,Fighting,Sega,0.0,0.0,50.0,0.0,50.0
The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,Vivendi Games,170.0,50.0,0.0,10.0,230.0
History Civil War: Secret Missions,PS2,2008.0,Shooter,Activision,70.0,60.0,0.0,20.0,150.0
Dark Souls III,XOne,2016.0,Role-Playing,Namco Bandai Games,230.0,90.0,0.0,30.0,350.0
FlatOut,XB,2004.0,Racing,Empire Interactive,120.0,40.0,0.0,10.0,170.0
Disney Sing It: Pop Hits,Wii,2009.0,Misc,Disney Interactive Studios,1080.0,280.0,0.0,130.0,1490.0
Tomb Raider: Underworld (Others sales),PS2,2009.0,Adventure,Eidos Interactive,0.0,210.0,0.0,40.0,250.0
MC Groovz Dance Craze,GC,2004.0,Misc,Mad Catz,150.0,40.0,0.0,10.0,200.0
Tales of Berseria,PS3,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,110.0,0.0,110.0
Legacy of Kain: Soul Reaver,PS,1999.0,Action,Eidos Interactive,580.0,400.0,0.0,70.0,1050.0
Dark Sector,X360,2008.0,Shooter,D3Publisher,220.0,200.0,10.0,50.0,480.0
Shining Resonance,PS3,2014.0,Role-Playing,Sega,0.0,0.0,140.0,0.0,140.0
Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,Xseed Games,40.0,10.0,40.0,20.0,110.0
Adventures to Go!,PSP,2008.0,Role-Playing,Zushi Games,100.0,0.0,10.0,10.0,120.0
Pac-Man World 3,PSP,2005.0,Platform,Namco Bandai Games,70.0,0.0,0.0,10.0,80.0
Super Adventure Island,SNES,1992.0,Platform,Hudson Soft,0.0,0.0,220.0,0.0,220.0
Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,50.0,50.0,0.0,10.0,110.0
World Soccer Winning Eleven 9 Bonus Pack,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,140.0,0.0,140.0
Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,50.0,40.0,0.0,10.0,100.0
Nightshade,PS2,2003.0,Action,Sega,60.0,40.0,0.0,10.0,110.0
Viewtiful Joe,GC,2003.0,Action,Capcom,380.0,100.0,120.0,20.0,620.0
Rise of the Tomb Raider,PC,2016.0,Adventure,Square Enix,0.0,90.0,0.0,10.0,100.0
Major Dream: Major DS Dream Baseball,DS,2008.0,Sports,Takara Tomy,0.0,0.0,20.0,0.0,20.0
Lemony Snicket's A Series of Unfortunate Events,PS2,2004.0,Platform,Activision,310.0,240.0,0.0,80.0,630.0
Yakuza Zero: The Place of Oath,PS3,2015.0,Action,Sega,0.0,0.0,250.0,0.0,250.0
X-Men: Destiny,DS,2011.0,Action,Activision,50.0,10.0,0.0,0.0,60.0
Chronicles of Mystery: Curse of the Ancient Temple,DS,2009.0,Adventure,City Interactive,70.0,110.0,0.0,20.0,200.0
Fantastic 4,XB,2005.0,Action,Activision,200.0,60.0,0.0,10.0,270.0
Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,80.0,10.0,0.0,10.0,100.0
Wild ARMs 2,PS,1999.0,Role-Playing,Sony Computer Entertainment,190.0,130.0,310.0,40.0,670.0
EA Sports Active 2,X360,2010.0,Sports,Electronic Arts,180.0,170.0,0.0,40.0,390.0
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,1760.0,560.0,30.0,220.0,2570.0
Langrisser III,SAT,1996.0,Strategy,NCS,0.0,0.0,200.0,0.0,200.0
MotoGP 08,X360,2008.0,Racing,Capcom,110.0,200.0,0.0,40.0,350.0
Star Fox 64,N64,1997.0,Shooter,Nintendo,2780.0,580.0,640.0,40.0,4040.0
Harry Potter and the Deathly Hallows - Part 2,DS,2011.0,Action,Electronic Arts,120.0,100.0,0.0,20.0,240.0
James Bond 007: Legends,WiiU,2012.0,Shooter,Activision,70.0,50.0,0.0,10.0,130.0
Hayate no Gotoku! Nightmare Paradise,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,30.0,0.0,30.0
Moto Racer World Tour,PS,2000.0,Racing,Sony Computer Entertainment,210.0,140.0,0.0,20.0,370.0
MySims Party,DS,2009.0,Simulation,Electronic Arts,150.0,120.0,0.0,30.0,300.0
The Peanuts Movie: Snoopy's Grand Adventure,X360,2015.0,Action,Activision,0.0,20.0,0.0,0.0,20.0
Pocket Fighter,SAT,1998.0,Fighting,Capcom,0.0,0.0,30.0,0.0,30.0
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013.0,Misc,Nippon Columbia,0.0,0.0,80.0,0.0,80.0
Arthur! Ready to Race,PS,2000.0,Racing,The Learning Company,30.0,20.0,0.0,0.0,50.0
Turok: Evolution,GC,2002.0,Shooter,Acclaim Entertainment,300.0,80.0,0.0,10.0,390.0
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,250.0,20.0,270.0
DokiDoki Majo Shinpan! 2,DS,2008.0,Adventure,SNK Playmore,0.0,0.0,30.0,0.0,30.0
Purr Pals,Wii,2008.0,Simulation,Deep Silver,270.0,0.0,0.0,20.0,290.0
The Urbz: Sims in the City,PS2,2004.0,Simulation,Electronic Arts,520.0,950.0,0.0,290.0,1760.0
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012.0,Action,5pb,0.0,0.0,20.0,0.0,20.0
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010.0,Action,Takara Tomy,0.0,0.0,20.0,0.0,20.0
Supreme Commander 2,PC,2010.0,Strategy,Square Enix,0.0,150.0,0.0,40.0,190.0
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,Kadokawa Shoten,0.0,0.0,10.0,0.0,10.0
D.C.I.F.: Da Capo Innocent Finale,PS2,2009.0,Adventure,Sweets,0.0,0.0,30.0,0.0,30.0
Cabela's Legendary Adventures,PSP,2008.0,Sports,Activision,160.0,0.0,0.0,10.0,170.0
MX vs. ATV Reflex,DS,2009.0,Racing,THQ,130.0,0.0,0.0,10.0,140.0
Horse Life,DS,2007.0,Simulation,Game Life,90.0,20.0,0.0,10.0,120.0
Disney's Stitch: Experiment 626,PS2,2002.0,Action,Sony Computer Entertainment,150.0,120.0,0.0,40.0,310.0
The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.0,80.0,0.0,20.0,100.0
Top Angler: Real Bass Fishing,PS2,2002.0,Sports,Xicat Interactive,50.0,40.0,0.0,10.0,100.0
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008.0,Role-Playing,Atlus,70.0,50.0,0.0,20.0,140.0
Zoo Tycoon 2: Ultimate Collection,PC,2008.0,Strategy,Microsoft Game Studios,40.0,180.0,0.0,40.0,260.0
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1500.0,1280.0,50.0,460.0,3290.0
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,90.0,0.0,90.0
SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,Namco Bandai Games,120.0,200.0,70.0,120.0,510.0
Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,Tomy Corporation,0.0,0.0,430.0,10.0,440.0
NFL Head Coach,PS2,2006.0,Sports,Electronic Arts,380.0,10.0,0.0,60.0,450.0
Tokyo Xtreme Racer Advance,GBA,2005.0,Racing,Crave Entertainment,40.0,20.0,0.0,0.0,60.0
Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,0.0,0.0,10.0,0.0,10.0
How to Train Your Dragon,PS3,2010.0,Action,Activision,120.0,40.0,0.0,20.0,180.0
Kaidan Restaurant: Ura Menu 100-Sen,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,80.0,0.0,80.0
Just Cause 3,PS4,2015.0,Action,Square Enix,460.0,1020.0,70.0,280.0,1830.0
Super Puyo Puyo,SNES,1993.0,Puzzle,Banpresto,0.0,0.0,1690.0,10.0,1700.0
Doraemon: Nobita to Midori no Kyojinden DS,DS,2008.0,Platform,Sega,0.0,0.0,90.0,0.0,90.0
The Game of Life,PS,1998.0,Misc,Unknown,460.0,310.0,0.0,50.0,820.0
MLB 2006,PS2,2005.0,Sports,Sony Computer Entertainment,330.0,10.0,0.0,50.0,390.0
FIFA World Cup Germany 2006,PS2,2006.0,Sports,Electronic Arts,470.0,20.0,0.0,80.0,570.0
Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1300.0,2070.0,180.0,650.0,4200.0
Hatsune Miku: Project Diva f,PS3,2013.0,Misc,Sega,80.0,0.0,190.0,10.0,280.0
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007.0,Action,Marvelous Interactive,0.0,0.0,20.0,0.0,20.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005.0,Action,Konami Digital Entertainment,30.0,10.0,0.0,0.0,40.0
Looney Tunes: Cartoon Conductor,DS,2008.0,Misc,Eidos Interactive,40.0,0.0,0.0,0.0,40.0
Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,40.0,10.0,0.0,0.0,50.0
NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,560.0,0.0,0.0,50.0,610.0
NFL Blitz Pro,GC,2003.0,Sports,Midway Games,20.0,0.0,0.0,0.0,20.0
WWE SmackDown vs. Raw 2011,Wii,2010.0,Fighting,THQ,300.0,130.0,0.0,40.0,470.0
Mary-Kate and Ashley: Crush Course,PS,2001.0,Action,Acclaim Entertainment,80.0,50.0,0.0,10.0,140.0
Car Battler Joe,GBA,2001.0,Role-Playing,Victor Interactive,10.0,10.0,0.0,0.0,20.0
Conflict: Global Terror,XB,2005.0,Shooter,SCi,80.0,20.0,0.0,0.0,100.0
Bullet Girls 2,PSV,2016.0,Action,D3Publisher,0.0,0.0,40.0,0.0,40.0
Transformers: Fall of Cybertron,X360,2012.0,Action,Activision,280.0,130.0,0.0,40.0,450.0
Heroes Phantasia,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,70.0,0.0,70.0
3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,190.0,0.0,190.0
Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1710.0,320.0,20.0,180.0,2230.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014.0,Fighting,Namco Bandai Games,130.0,80.0,0.0,20.0,230.0
Aliens vs Predator: Requiem,PSP,2007.0,Action,Vivendi Games,30.0,120.0,0.0,70.0,220.0
Galaxy Fight,SAT,1994.0,Fighting,Sunsoft,0.0,0.0,40.0,0.0,40.0
Power Rangers: Wild Force,GBA,2002.0,Action,THQ,150.0,50.0,0.0,0.0,200.0
The Godfather (old US sales),XB,2006.0,Action,Electronic Arts,420.0,110.0,0.0,20.0,550.0
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009.0,Misc,Namco Bandai Games,0.0,0.0,400.0,0.0,400.0
Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1980.0,1470.0,0.0,320.0,3770.0
MindJack,X360,2011.0,Shooter,Square Enix,70.0,20.0,0.0,10.0,100.0
Dorabase DS: Dramatic Stadium,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,210.0,0.0,210.0
Just Dance 2015,PS4,2014.0,Misc,Ubisoft,190.0,130.0,0.0,60.0,380.0
Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,40.0,50.0,0.0,10.0,100.0
Shark Tale,GBA,2004.0,Action,Activision,490.0,180.0,0.0,10.0,680.0
Ratatouille,GBA,2007.0,Action,THQ,140.0,50.0,0.0,0.0,190.0
Hanayamata: Yosakoi Live,PSV,2014.0,Adventure,Namco Bandai Games,0.0,0.0,10.0,0.0,10.0
Muppet RaceMania,PS,1999.0,Racing,Sony Computer Entertainment,90.0,60.0,0.0,10.0,160.0
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1300.0,1510.0,270.0,610.0,3690.0
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,760.0,50.0,810.0
SWAT 4,PC,2005.0,Shooter,Vivendi Games,0.0,20.0,0.0,0.0,20.0
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,50.0,0.0,50.0
Power Pro Kun Pocket 12,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,190.0,0.0,190.0
Kekkaishi: Kokubourou Shuurai,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,30.0,0.0,30.0
"Crouching Tiger, Hidden Dragon",PS2,2003.0,Action,Ubisoft,60.0,50.0,0.0,20.0,130.0
Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,170.0,130.0,0.0,40.0,340.0
Sesame Street: Elmo's Letter Adventure,PS,1998.0,Misc,NewKidCo,170.0,120.0,0.0,20.0,310.0
Minna no Sukkiri,PSP,2009.0,Sports,Sony Computer Entertainment,0.0,0.0,60.0,0.0,60.0
Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,210.0,60.0,0.0,10.0,280.0
Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,80.0,60.0,0.0,20.0,160.0
Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,170.0,780.0,0.0,40.0,990.0
Armored Core 3 Portable,PSP,2009.0,Simulation,From Software,0.0,0.0,80.0,0.0,80.0
Hooked! Again: Real Motion Fishing,Wii,2009.0,Sports,505 Games,360.0,0.0,0.0,30.0,390.0
Aquaman: Battle for Atlantis,GC,2003.0,Action,TDK Mediactive,10.0,0.0,0.0,0.0,10.0
WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,THQ,1320.0,1080.0,40.0,390.0,2830.0
Chaos;Head - Love Chu*Chu!,PSP,2011.0,Adventure,5pb,0.0,0.0,40.0,0.0,40.0
Predator: Concrete Jungle,XB,2005.0,Action,Vivendi Games,70.0,20.0,0.0,0.0,90.0
Kenka Banchou 6: Soul & Blood,3DS,2015.0,Fighting,Screenlife,0.0,0.0,70.0,0.0,70.0
The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.0,40.0,0.0,0.0,40.0
Backyard NFL Football 2006,GBA,2005.0,Sports,Atari,20.0,10.0,0.0,0.0,30.0
Shin Fortune Quest: Sokutaku no Kishi,PS,1996.0,Misc,Media Works,0.0,0.0,40.0,0.0,40.0
Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,1020.0,20.0,0.0,50.0,1090.0
Cold Fear,XB,2005.0,Action,Ubisoft,50.0,10.0,0.0,0.0,60.0
Star Trek: Shattered Universe,PS2,2004.0,Simulation,Global Star,50.0,40.0,0.0,10.0,100.0
Batman: Arkham Asylum,PC,2009.0,Action,Eidos Interactive,0.0,270.0,0.0,50.0,320.0
Goosebumps HorrorLand,Wii,2008.0,Adventure,Scholastic Inc.,160.0,0.0,0.0,10.0,170.0
Kamen Rider: Battride War Genesis,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,50.0,0.0,50.0
Micro Machines V4,PSP,2006.0,Racing,Codemasters,10.0,0.0,0.0,0.0,10.0
Darkstone,PS,2001.0,Role-Playing,Electronic Arts,370.0,250.0,0.0,40.0,660.0
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010.0,Shooter,Sony Computer Entertainment,170.0,130.0,60.0,80.0,440.0
Derby Stallion,SAT,1999.0,Sports,ASCII Entertainment,0.0,0.0,90.0,0.0,90.0
LEGO The Hobbit,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,100.0,110.0,0.0,20.0,230.0
Buzz! Brain of the UK,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,150.0,0.0,20.0,170.0
Tank Beat,DS,2006.0,Strategy,Midas Interactive Entertainment,10.0,10.0,0.0,0.0,20.0
Create,PS3,2010.0,Action,Electronic Arts,110.0,30.0,0.0,20.0,160.0
Geist,GC,2005.0,Adventure,Nintendo,110.0,30.0,0.0,0.0,140.0
Room Zoom: Race for Impact,XB,2004.0,Racing,Jaleco,20.0,10.0,0.0,0.0,30.0
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005.0,Platform,Disney Interactive Studios,100.0,40.0,0.0,0.0,140.0
Aliens versus Predator: Extinction,PS2,2003.0,Strategy,Electronic Arts,90.0,70.0,0.0,20.0,180.0
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007.0,Adventure,Marvelous Interactive,0.0,0.0,20.0,0.0,20.0
Rogue Galaxy: Director's Cut,PS2,2007.0,Role-Playing,Sony Computer Entertainment,200.0,160.0,0.0,50.0,410.0
Blood Bowl,PC,2009.0,Sports,Focus Home Interactive,10.0,20.0,0.0,10.0,40.0
Puyo Puyo!! 20th Anniversary,3DS,2011.0,Puzzle,Sega,0.0,0.0,130.0,0.0,130.0
Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,510.0,170.0,580.0,60.0,1320.0
Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,390.0,10.0,0.0,30.0,430.0
Warship Gunner 2 Portable,PSP,2009.0,Simulation,Tecmo Koei,0.0,0.0,20.0,0.0,20.0
Pro Yaky? Spirits 2012,PS3,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,190.0,0.0,190.0
Cars: Race-O-Rama,X360,2009.0,Racing,THQ,140.0,10.0,0.0,10.0,160.0
Crimson Skies: High Road to Revenge,XB,2003.0,Simulation,Microsoft Game Studios,650.0,190.0,0.0,30.0,870.0
The Sims,PC,2000.0,Simulation,Electronic Arts,10.0,30.0,0.0,10.0,50.0
